row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
67,100,0,reverse,1.000,0.340,574.0
67,99,1,reverse,0.980,0.340,569.0
67,98,2,reverse,0.960,0.340,565.0
67,97,3,reverse,0.940,0.340,561.0
67,96,4,reverse,0.920,0.340,558.0
67,95,5,reverse,0.900,0.340,556.0
67,94,6,reverse,0.880,0.340,552.0
67,93,7,reverse,0.860,0.340,548.0
67,92,8,reverse,0.840,0.340,545.0
67,91,9,reverse,0.820,0.340,542.0
67,90,10,reverse,0.800,0.340,542.0
67,89,11,reverse,0.780,0.340,537.0
67,88,12,reverse,0.760,0.340,534.0
67,87,13,reverse,0.740,0.340,533.0
67,86,14,reverse,0.720,0.340,530.0
67,85,15,reverse,0.700,0.340,528.0
67,84,16,reverse,0.680,0.340,525.0
67,83,17,reverse,0.660,0.340,524.0
67,82,18,reverse,0.640,0.340,524.0
67,81,19,reverse,0.620,0.340,523.0
67,80,20,reverse,0.600,0.340,522.0
67,79,21,reverse,0.580,0.340,522.0
67,78,22,reverse,0.560,0.340,522.0
67,77,23,reverse,0.540,0.340,525.0
67,76,24,reverse,0.520,0.340,534.0
67,75,25,reverse,0.500,0.340,558.0
67,74,26,reverse,0.480,0.340,614.0
67,73,27,reverse,0.460,0.340,703.0
67,72,28,reverse,0.440,0.340,712.0
67,71,29,reverse,0.420,0.340,714.0
67,70,30,reverse,0.400,0.340,718.0
67,69,31,reverse,0.380,0.340,719.0
67,68,32,reverse,0.360,0.340,720.0
67,67,33,reverse,0.340,0.340,723.0
67,66,34,reverse,0.320,0.340,722.0
67,65,35,reverse,0.300,0.340,722.0
67,64,36,reverse,0.280,0.340,723.0
67,63,37,reverse,0.260,0.340,722.0
67,62,38,reverse,0.240,0.340,721.0
67,61,39,reverse,0.220,0.340,720.0
67,60,40,reverse,0.200,0.340,719.0
67,59,41,reverse,0.180,0.340,719.0
67,58,42,reverse,0.160,0.340,717.0
67,57,43,reverse,0.140,0.340,716.0
67,56,44,reverse,0.120,0.340,712.0
67,55,45,reverse,0.100,0.340,710.0
67,54,46,reverse,0.080,0.340,707.0
67,53,47,reverse,0.060,0.340,705.0
67,52,48,reverse,0.040,0.340,699.0
67,51,49,reverse,0.020,0.340,694.0
67,50,50,reverse,0.000,0.340,690.0
67,49,51,reverse,-0.020,0.340,685.0
67,48,52,reverse,-0.040,0.340,682.0
67,47,53,reverse,-0.060,0.340,679.0
67,46,54,reverse,-0.080,0.340,675.0
67,45,55,reverse,-0.100,0.340,675.0
67,44,56,reverse,-0.120,0.340,674.0
67,43,57,reverse,-0.140,0.340,674.0
67,42,58,reverse,-0.160,0.340,676.0
67,41,59,reverse,-0.180,0.340,683.0
67,40,60,reverse,-0.200,0.340,700.0
67,39,61,reverse,-0.220,0.340,708.0
67,38,62,reverse,-0.240,0.340,713.0
67,37,63,reverse,-0.260,0.340,720.0
67,36,64,reverse,-0.280,0.340,724.0
67,35,65,reverse,-0.300,0.340,727.0
67,34,66,reverse,-0.320,0.340,729.0
67,33,67,reverse,-0.340,0.340,730.0
67,32,68,reverse,-0.360,0.340,731.0
67,31,69,reverse,-0.380,0.340,731.0
67,30,70,reverse,-0.400,0.340,731.0
67,29,71,reverse,-0.420,0.340,730.0
67,28,72,reverse,-0.440,0.340,729.0
67,27,73,reverse,-0.460,0.340,728.0
67,26,74,reverse,-0.480,0.340,727.0
67,25,75,reverse,-0.500,0.340,726.0
67,24,76,reverse,-0.520,0.340,725.0
67,23,77,reverse,-0.540,0.340,722.0
67,22,78,reverse,-0.560,0.340,722.0
67,21,79,reverse,-0.580,0.340,720.0
67,20,80,reverse,-0.600,0.340,718.0
67,19,81,reverse,-0.620,0.340,715.0
67,18,82,reverse,-0.640,0.340,712.0
67,17,83,reverse,-0.660,0.340,709.0
67,16,84,reverse,-0.680,0.340,704.0
67,15,85,reverse,-0.700,0.340,693.0
67,14,86,reverse,-0.720,0.340,692.0
67,13,87,reverse,-0.740,0.340,688.0
67,12,88,reverse,-0.760,0.340,682.0
67,11,89,reverse,-0.780,0.340,679.0
67,10,90,reverse,-0.800,0.340,676.0
67,9,91,reverse,-0.820,0.340,673.0
67,8,92,reverse,-0.840,0.340,669.0
67,7,93,reverse,-0.860,0.340,665.0
67,6,94,reverse,-0.880,0.340,661.0
67,5,95,reverse,-0.900,0.340,659.0
67,4,96,reverse,-0.920,0.340,656.0
67,3,97,reverse,-0.940,0.340,652.0
67,2,98,reverse,-0.960,0.340,649.0
67,1,99,reverse,-0.980,0.340,645.0
67,0,100,reverse,-1.000,0.340,642.0
