row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
32,0,0,forward,-1.000,-0.360,464.0
32,1,1,forward,-0.980,-0.360,462.0
32,2,2,forward,-0.960,-0.360,464.0
32,3,3,forward,-0.940,-0.360,458.0
32,4,4,forward,-0.920,-0.360,464.0
32,5,5,forward,-0.900,-0.360,463.0
32,6,6,forward,-0.880,-0.360,465.0
32,7,7,forward,-0.860,-0.360,463.0
32,8,8,forward,-0.840,-0.360,463.0
32,9,9,forward,-0.820,-0.360,464.0
32,10,10,forward,-0.800,-0.360,464.0
32,11,11,forward,-0.780,-0.360,462.0
32,12,12,forward,-0.760,-0.360,465.0
32,13,13,forward,-0.740,-0.360,463.0
32,14,14,forward,-0.720,-0.360,463.0
32,15,15,forward,-0.700,-0.360,464.0
32,16,16,forward,-0.680,-0.360,464.0
32,17,17,forward,-0.660,-0.360,463.0
32,18,18,forward,-0.640,-0.360,463.0
32,19,19,forward,-0.620,-0.360,465.0
32,20,20,forward,-0.600,-0.360,464.0
32,21,21,forward,-0.580,-0.360,464.0
32,22,22,forward,-0.560,-0.360,464.0
32,23,23,forward,-0.540,-0.360,463.0
32,24,24,forward,-0.520,-0.360,463.0
32,25,25,forward,-0.500,-0.360,463.0
32,26,26,forward,-0.480,-0.360,464.0
32,27,27,forward,-0.460,-0.360,464.0
32,28,28,forward,-0.440,-0.360,463.0
32,29,29,forward,-0.420,-0.360,462.0
32,30,30,forward,-0.400,-0.360,463.0
32,31,31,forward,-0.380,-0.360,464.0
32,32,32,forward,-0.360,-0.360,466.0
32,33,33,forward,-0.340,-0.360,466.0
32,34,34,forward,-0.320,-0.360,463.0
32,35,35,forward,-0.300,-0.360,463.0
32,36,36,forward,-0.280,-0.360,464.0
32,37,37,forward,-0.260,-0.360,464.0
32,38,38,forward,-0.240,-0.360,465.0
32,39,39,forward,-0.220,-0.360,463.0
32,40,40,forward,-0.200,-0.360,464.0
32,41,41,forward,-0.180,-0.360,463.0
32,42,42,forward,-0.160,-0.360,462.0
32,43,43,forward,-0.140,-0.360,464.0
32,44,44,forward,-0.120,-0.360,464.0
32,45,45,forward,-0.100,-0.360,464.0
32,46,46,forward,-0.080,-0.360,464.0
32,47,47,forward,-0.060,-0.360,464.0
32,48,48,forward,-0.040,-0.360,463.0
32,49,49,forward,-0.020,-0.360,463.0
32,50,50,forward,0.000,-0.360,463.0
32,51,51,forward,0.020,-0.360,463.0
32,52,52,forward,0.040,-0.360,463.0
32,53,53,forward,0.060,-0.360,464.0
32,54,54,forward,0.080,-0.360,463.0
32,55,55,forward,0.100,-0.360,464.0
32,56,56,forward,0.120,-0.360,463.0
32,57,57,forward,0.140,-0.360,464.0
32,58,58,forward,0.160,-0.360,463.0
32,59,59,forward,0.180,-0.360,463.0
32,60,60,forward,0.200,-0.360,463.0
32,61,61,forward,0.220,-0.360,463.0
32,62,62,forward,0.240,-0.360,464.0
32,63,63,forward,0.260,-0.360,463.0
32,64,64,forward,0.280,-0.360,463.0
32,65,65,forward,0.300,-0.360,461.0
32,66,66,forward,0.320,-0.360,462.0
32,67,67,forward,0.340,-0.360,463.0
32,68,68,forward,0.360,-0.360,465.0
32,69,69,forward,0.380,-0.360,464.0
32,70,70,forward,0.400,-0.360,464.0
32,71,71,forward,0.420,-0.360,464.0
32,72,72,forward,0.440,-0.360,465.0
32,73,73,forward,0.460,-0.360,463.0
32,74,74,forward,0.480,-0.360,463.0
32,75,75,forward,0.500,-0.360,464.0
32,76,76,forward,0.520,-0.360,463.0
32,77,77,forward,0.540,-0.360,462.0
32,78,78,forward,0.560,-0.360,463.0
32,79,79,forward,0.580,-0.360,463.0
32,80,80,forward,0.600,-0.360,464.0
32,81,81,forward,0.620,-0.360,463.0
32,82,82,forward,0.640,-0.360,464.0
32,83,83,forward,0.660,-0.360,463.0
32,84,84,forward,0.680,-0.360,461.0
32,85,85,forward,0.700,-0.360,463.0
32,86,86,forward,0.720,-0.360,463.0
32,87,87,forward,0.740,-0.360,464.0
32,88,88,forward,0.760,-0.360,465.0
32,89,89,forward,0.780,-0.360,460.0
32,90,90,forward,0.800,-0.360,463.0
32,91,91,forward,0.820,-0.360,463.0
32,92,92,forward,0.840,-0.360,462.0
32,93,93,forward,0.860,-0.360,464.0
32,94,94,forward,0.880,-0.360,463.0
32,95,95,forward,0.900,-0.360,463.0
32,96,96,forward,0.920,-0.360,463.0
32,97,97,forward,0.940,-0.360,463.0
32,98,98,forward,0.960,-0.360,461.0
32,99,99,forward,0.980,-0.360,463.0
32,100,100,forward,1.000,-0.360,464.0
