row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
25,100,0,reverse,1.000,0.500,428.0
25,99,1,reverse,0.980,0.500,429.0
25,98,2,reverse,0.960,0.500,427.0
25,97,3,reverse,0.940,0.500,427.0
25,96,4,reverse,0.920,0.500,428.0
25,95,5,reverse,0.900,0.500,423.0
25,94,6,reverse,0.880,0.500,428.0
25,93,7,reverse,0.860,0.500,428.0
25,92,8,reverse,0.840,0.500,425.0
25,91,9,reverse,0.820,0.500,428.0
25,90,10,reverse,0.800,0.500,428.0
25,89,11,reverse,0.780,0.500,428.0
25,88,12,reverse,0.760,0.500,431.0
25,87,13,reverse,0.740,0.500,429.0
25,86,14,reverse,0.720,0.500,427.0
25,85,15,reverse,0.700,0.500,429.0
25,84,16,reverse,0.680,0.500,430.0
25,83,17,reverse,0.660,0.500,430.0
25,82,18,reverse,0.640,0.500,426.0
25,81,19,reverse,0.620,0.500,426.0
25,80,20,reverse,0.600,0.500,432.0
25,79,21,reverse,0.580,0.500,428.0
25,78,22,reverse,0.560,0.500,429.0
25,77,23,reverse,0.540,0.500,429.0
25,76,24,reverse,0.520,0.500,431.0
25,75,25,reverse,0.500,0.500,432.0
25,74,26,reverse,0.480,0.500,432.0
25,73,27,reverse,0.460,0.500,432.0
25,72,28,reverse,0.440,0.500,434.0
25,71,29,reverse,0.420,0.500,436.0
25,70,30,reverse,0.400,0.500,438.0
25,69,31,reverse,0.380,0.500,442.0
25,68,32,reverse,0.360,0.500,443.0
25,67,33,reverse,0.340,0.500,444.0
25,66,34,reverse,0.320,0.500,447.0
25,65,35,reverse,0.300,0.500,452.0
25,64,36,reverse,0.280,0.500,460.0
25,63,37,reverse,0.260,0.500,461.0
25,62,38,reverse,0.240,0.500,457.0
25,61,39,reverse,0.220,0.500,459.0
25,60,40,reverse,0.200,0.500,454.0
25,59,41,reverse,0.180,0.500,450.0
25,58,42,reverse,0.160,0.500,448.0
25,57,43,reverse,0.140,0.500,447.0
25,56,44,reverse,0.120,0.500,441.0
25,55,45,reverse,0.100,0.500,437.0
25,54,46,reverse,0.080,0.500,437.0
25,53,47,reverse,0.060,0.500,439.0
25,52,48,reverse,0.040,0.500,439.0
25,51,49,reverse,0.020,0.500,438.0
25,50,50,reverse,0.000,0.500,436.0
25,49,51,reverse,-0.020,0.500,434.0
25,48,52,reverse,-0.040,0.500,434.0
25,47,53,reverse,-0.060,0.500,430.0
25,46,54,reverse,-0.080,0.500,435.0
25,45,55,reverse,-0.100,0.500,435.0
25,44,56,reverse,-0.120,0.500,431.0
25,43,57,reverse,-0.140,0.500,434.0
25,42,58,reverse,-0.160,0.500,437.0
25,41,59,reverse,-0.180,0.500,437.0
25,40,60,reverse,-0.200,0.500,434.0
25,39,61,reverse,-0.220,0.500,433.0
25,38,62,reverse,-0.240,0.500,435.0
25,37,63,reverse,-0.260,0.500,438.0
25,36,64,reverse,-0.280,0.500,450.0
25,35,65,reverse,-0.300,0.500,463.0
25,34,66,reverse,-0.320,0.500,473.0
25,33,67,reverse,-0.340,0.500,469.0
25,32,68,reverse,-0.360,0.500,469.0
25,31,69,reverse,-0.380,0.500,462.0
25,30,70,reverse,-0.400,0.500,467.0
25,29,71,reverse,-0.420,0.500,464.0
25,28,72,reverse,-0.440,0.500,463.0
25,27,73,reverse,-0.460,0.500,460.0
25,26,74,reverse,-0.480,0.500,459.0
25,25,75,reverse,-0.500,0.500,457.0
25,24,76,reverse,-0.520,0.500,460.0
25,23,77,reverse,-0.540,0.500,453.0
25,22,78,reverse,-0.560,0.500,448.0
25,21,79,reverse,-0.580,0.500,448.0
25,20,80,reverse,-0.600,0.500,445.0
25,19,81,reverse,-0.620,0.500,445.0
25,18,82,reverse,-0.640,0.500,441.0
25,17,83,reverse,-0.660,0.500,440.0
25,16,84,reverse,-0.680,0.500,441.0
25,15,85,reverse,-0.700,0.500,439.0
25,14,86,reverse,-0.720,0.500,436.0
25,13,87,reverse,-0.740,0.500,432.0
25,12,88,reverse,-0.760,0.500,435.0
25,11,89,reverse,-0.780,0.500,434.0
25,10,90,reverse,-0.800,0.500,435.0
25,9,91,reverse,-0.820,0.500,437.0
25,8,92,reverse,-0.840,0.500,432.0
25,7,93,reverse,-0.860,0.500,429.0
25,6,94,reverse,-0.880,0.500,430.0
25,5,95,reverse,-0.900,0.500,429.0
25,4,96,reverse,-0.920,0.500,429.0
25,3,97,reverse,-0.940,0.500,432.0
25,2,98,reverse,-0.960,0.500,438.0
25,1,99,reverse,-0.980,0.500,429.0
25,0,100,reverse,-1.000,0.500,427.0
