row_index,column_index,acquisition_index,scan_direction,x_voltage,y_voltage,intensity
40,0,0,forward,-1.000,0.800,427.0
40,1,1,forward,-0.980,0.800,427.0
40,2,2,forward,-0.960,0.800,429.0
40,3,3,forward,-0.940,0.800,432.0
40,4,4,forward,-0.920,0.800,428.0
40,5,5,forward,-0.900,0.800,426.0
40,6,6,forward,-0.880,0.800,428.0
40,7,7,forward,-0.860,0.800,427.0
40,8,8,forward,-0.840,0.800,422.0
40,9,9,forward,-0.820,0.800,426.0
40,10,10,forward,-0.800,0.800,423.0
40,11,11,forward,-0.780,0.800,425.0
40,12,12,forward,-0.760,0.800,427.0
40,13,13,forward,-0.740,0.800,426.0
40,14,14,forward,-0.720,0.800,430.0
40,15,15,forward,-0.700,0.800,426.0
40,16,16,forward,-0.680,0.800,429.0
40,17,17,forward,-0.660,0.800,426.0
40,18,18,forward,-0.640,0.800,428.0
40,19,19,forward,-0.620,0.800,428.0
40,20,20,forward,-0.600,0.800,428.0
40,21,21,forward,-0.580,0.800,431.0
40,22,22,forward,-0.560,0.800,430.0
40,23,23,forward,-0.540,0.800,428.0
40,24,24,forward,-0.520,0.800,433.0
40,25,25,forward,-0.500,0.800,429.0
40,26,26,forward,-0.480,0.800,429.0
40,27,27,forward,-0.460,0.800,430.0
40,28,28,forward,-0.440,0.800,430.0
40,29,29,forward,-0.420,0.800,429.0
40,30,30,forward,-0.400,0.800,427.0
40,31,31,forward,-0.380,0.800,430.0
40,32,32,forward,-0.360,0.800,427.0
40,33,33,forward,-0.340,0.800,431.0
40,34,34,forward,-0.320,0.800,428.0
40,35,35,forward,-0.300,0.800,425.0
40,36,36,forward,-0.280,0.800,425.0
40,37,37,forward,-0.260,0.800,421.0
40,38,38,forward,-0.240,0.800,424.0
40,39,39,forward,-0.220,0.800,422.0
40,40,40,forward,-0.200,0.800,425.0
40,41,41,forward,-0.180,0.800,424.0
40,42,42,forward,-0.160,0.800,424.0
40,43,43,forward,-0.140,0.800,422.0
40,44,44,forward,-0.120,0.800,421.0
40,45,45,forward,-0.100,0.800,422.0
40,46,46,forward,-0.080,0.800,422.0
40,47,47,forward,-0.060,0.800,421.0
40,48,48,forward,-0.040,0.800,423.0
40,49,49,forward,-0.020,0.800,422.0
40,50,50,forward,0.000,0.800,423.0
40,51,51,forward,0.020,0.800,427.0
40,52,52,forward,0.040,0.800,424.0
40,53,53,forward,0.060,0.800,431.0
40,54,54,forward,0.080,0.800,427.0
40,55,55,forward,0.100,0.800,429.0
40,56,56,forward,0.120,0.800,430.0
40,57,57,forward,0.140,0.800,428.0
40,58,58,forward,0.160,0.800,429.0
40,59,59,forward,0.180,0.800,431.0
40,60,60,forward,0.200,0.800,430.0
40,61,61,forward,0.220,0.800,431.0
40,62,62,forward,0.240,0.800,429.0
40,63,63,forward,0.260,0.800,430.0
40,64,64,forward,0.280,0.800,429.0
40,65,65,forward,0.300,0.800,431.0
40,66,66,forward,0.320,0.800,433.0
40,67,67,forward,0.340,0.800,428.0
40,68,68,forward,0.360,0.800,431.0
40,69,69,forward,0.380,0.800,431.0
40,70,70,forward,0.400,0.800,429.0
40,71,71,forward,0.420,0.800,430.0
40,72,72,forward,0.440,0.800,431.0
40,73,73,forward,0.460,0.800,427.0
40,74,74,forward,0.480,0.800,432.0
40,75,75,forward,0.500,0.800,433.0
40,76,76,forward,0.520,0.800,430.0
40,77,77,forward,0.540,0.800,428.0
40,78,78,forward,0.560,0.800,430.0
40,79,79,forward,0.580,0.800,433.0
40,80,80,forward,0.600,0.800,434.0
40,81,81,forward,0.620,0.800,430.0
40,82,82,forward,0.640,0.800,432.0
40,83,83,forward,0.660,0.800,433.0
40,84,84,forward,0.680,0.800,431.0
40,85,85,forward,0.700,0.800,428.0
40,86,86,forward,0.720,0.800,429.0
40,87,87,forward,0.740,0.800,432.0
40,88,88,forward,0.760,0.800,427.0
40,89,89,forward,0.780,0.800,429.0
40,90,90,forward,0.800,0.800,430.0
40,91,91,forward,0.820,0.800,433.0
40,92,92,forward,0.840,0.800,429.0
40,93,93,forward,0.860,0.800,430.0
40,94,94,forward,0.880,0.800,430.0
40,95,95,forward,0.900,0.800,430.0
40,96,96,forward,0.920,0.800,429.0
40,97,97,forward,0.940,0.800,430.0
40,98,98,forward,0.960,0.800,430.0
40,99,99,forward,0.980,0.800,428.0
40,100,100,forward,1.000,0.800,429.0
